"Participant","Illusory","Acupuncture","Correct","Real","Inaccurate","Lies","Date","Reiki","Injections","Actual","Truth","Time","Homeopathy","Block","Accurate","FlowerEssence","BlockTime","Fake","Surgery","Pills","Cream"
1089,"NA","NA",11,882,964,680.5,"24/01/2011","NA","NA",592,"NA"," 14:23:27","NA","Block 1:","NA","NA"," 8833",520,"NA","NA","NA"
1089,"NA","NA",11,"NA","NA","NA","24/01/2011",828,1862,"NA","NA"," 14:23:27",1255,"Block 2:","NA","NA"," 18218","NA",2035,1053.5,"NA"
1089,882.25,937.5,35,677.75,717,803,"24/01/2011",802,1049,812.5,1597.5," 14:23:27",810,"Block 3:",696,1099," 35805",626,729,"NA",5213
1089,713,"NA",10,1815,1481.5,1034.66666667,"24/01/2011","NA","NA","NA",555," 14:23:27","NA","Block 4:",861.5,"NA"," 12141","NA","NA","NA","NA"
1089,1600.5,1922,31,1496.75,1344.5,714,"24/01/2011",1133.33333333,1936.2,"NA",1130.5," 14:23:27","NA","Block 5:",1341.33333333,801.5," 50523",883,959.333333333,1287,3236
" 0007",2269,"NA",12,1730,1249,1438,"08/03/2011","NA","NA",1031,"NA"," 16:14:43","NA","Block 1:",1701.5,"NA"," 18405",1469.66666667,"NA","NA","NA"
" 0007","NA",1046,11,"NA","NA","NA","08/03/2011",1427,1151,"NA","NA"," 16:14:43","NA","Block 2:","NA",1226," 21020","NA","NA",1644.33333333,2921.33333333
" 0007",1297.5,1256.75,35,764.5,2098.33333333,1361.66666667,"08/03/2011",1681,892.5,1237,"NA"," 16:14:43",857,"Block 3:",1206.16666667,873," 44363",1094,1273.5,"NA",779
" 0007",1177,"NA",11,1130.5,2427,955.5,"08/03/2011","NA","NA",834,"NA"," 16:14:43","NA","Block 4:",1261.66666667,"NA"," 14698",1151.5,"NA","NA","NA"
" 0007",1787.5,1581,28,2579,1441,2282.33333333,"08/03/2011",3234.5,1889.66666667,1183,1362," 16:14:43",4093,"Block 5:",1736.5,3544," 81196",1045,3482.66666667,2376,3826.5
" 0234",658,"NA",12,"NA",570.666666667,594,"08/04/2011","NA","NA",1383.5,621," 13:25:23","NA","Block 1:",658.333333333,"NA"," 8968",641,"NA","NA","NA"
" 0234","NA",678.333333333,12,"NA","NA","NA","08/04/2011",588,843,"NA","NA"," 13:25:23",594,"Block 2:","NA",1105," 10325","NA",829.5,"NA",1167
" 0234",775,914.2,33,661.5,"NA",766,"08/04/2011",673,920.333333333,814,575," 13:25:23",706.333333333,"Block 3:",846,883.8," 28935","NA",602,743,1000.5
" 0234","NA","NA",10,937.333333333,2119,1042.5,"08/04/2011","NA","NA",1461,635," 13:25:23","NA","Block 4:","NA","NA"," 14287",797.5,"NA","NA","NA"
" 0234",1921.75,1746.33333333,30,749.5,1373,1229,"08/04/2011",1270,2416.5,1819,1680.5," 13:25:23",659.333333333,"Block 5:","NA",1085.66666667," 48914",932,1316,1140,778.333333333
" 0317",1652.5,"NA",12,954,887.666666667,"NA","18/01/2011","NA","NA",823.666666667,792," 14:51:22","NA","Block 1:",952,"NA"," 12005",868,"NA","NA","NA"
" 0317","NA","NA",10,"NA","NA","NA","18/01/2011",715,998,"NA","NA"," 14:51:22",1562.5,"Block 2:","NA","NA"," 17278","NA",826.5,2679.66666667,1016.5
" 0317",768,825.2,36,821.8,821.666666667,"NA","18/01/2011","NA",906.333333333,852,843.333333333," 14:51:22","NA","Block 3:",779,961," 31874",716.333333333,703,3038,856
" 0317",1774,"NA",12,683.5,"NA",740,"18/01/2011","NA","NA",749.5,"NA"," 14:51:22","NA","Block 4:",778.666666667,"NA"," 9939",741.5,"NA","NA","NA"
" 0317",1613,1656.5,30,1306,1432,1635.5,"18/01/2011",1002.33333333,2446,894.5,1836," 14:51:22",1537,"Block 5:",1297,1073," 50308",1926,1018,962.666666667,1432
" 0405",1661,"NA",12,900.5,886,1306,"09/03/2011","NA","NA",1383,679," 12:22:14","NA","Block 1:",738,"NA"," 12805",1344,"NA","NA","NA"
" 0405","NA",1472,12,"NA","NA","NA","09/03/2011",654.5,"NA","NA","NA"," 12:22:14",674,"Block 2:","NA",753," 11108","NA",992,920,921.5
" 0405",1039,1118.5,33,1107,910.25,1184,"09/03/2011",969,"NA",1164,1376," 12:22:14",1213,"Block 3:",974,1105," 40035",994,1055,1156.4,1456
" 0405",2318,"NA",11,631,1486,1153.5,"09/03/2011","NA","NA",1513,600.5," 12:22:14","NA","Block 4:",888.5,"NA"," 14120",1443.5,"NA","NA","NA"
" 0405",1205,1358.6,29,936,2274.5,1903,"09/03/2011",722.5,1667,1654.5,1260.5," 12:22:14",952.75,"Block 5:",1515,829," 51708","NA",800,820,2400
" 0473",945,"NA",12,748,1086,1113,"04/04/2011","NA","NA","NA",1474.5," 12:26:56","NA","Block 1:",765,"NA"," 12250",936.666666667,"NA","NA","NA"
" 0473","NA",857,12,"NA","NA","NA","04/04/2011",781,850.5,"NA","NA"," 12:26:56",1319.5,"Block 2:","NA",1925," 11900","NA",796.5,811.5,"NA"
" 0473",1303.66666667,1058,30,859,996.333333333,871,"04/04/2011","NA",881.666666667,1230.66666667,978.333333333," 12:26:56",810,"Block 3:",1240.5,801.5," 39958",1043,701,1835.25,1099
" 0473",1593,"NA",12,"NA",1177.33333333,652,"04/04/2011","NA","NA",874,"NA"," 12:26:56","NA","Block 4:",723,"NA"," 11489",789,"NA","NA","NA"
" 0473",691,845.333333333,16,1403.5,1317.5,1819,"04/04/2011",1863,1911,"NA",857," 12:26:56",833,"Block 5:",1319,1187.5," 47882","NA",1592,943,1267.5
" 0606",977,"NA",12,800,625.5,987.5,"16/03/2011","NA","NA",599,635," 12:22:50","NA","Block 1:",751,"NA"," 8847",509,"NA","NA","NA"
" 0606","NA",742,12,"NA","NA","NA","16/03/2011",653,724.333333333,"NA","NA"," 12:22:50",607,"Block 2:","NA",874.333333333," 9493","NA",1021,"NA","NA"
" 0606",898.5,1521,34,771,857,933.5,"16/03/2011",642,781,742.666666667,1155.33333333," 12:22:50",820,"Block 3:",1331,1480," 35008",596,562.666666667,1824,744
" 0606","NA","NA",12,789,598,1449,"16/03/2011","NA","NA",1520.33333333,553," 12:22:50","NA","Block 4:",605,"NA"," 12979",737,"NA","NA","NA"
" 0606","NA",1117,35,"NA",926,1100.5,"16/03/2011",867.75,1177.33333333,795,1276," 12:22:50",985.666666667,"Block 5:",858,2630," 36894",704.333333333,853,1035.6,943.666666667
" 0705",1056,"NA",12,1520.5,1470,1107,"30/03/2011","NA","NA",879,892," 16:17:21","NA","Block 1:",1268.5,"NA"," 13738",824.5,"NA","NA","NA"
" 0705","NA",1017.66666667,12,"NA","NA","NA","30/03/2011",2904,993.5,"NA","NA"," 16:17:21","NA","Block 2:","NA",1040," 14222","NA",1030,951.5,1275
" 0705",1696.25,3421.5,35,1528,951.5,1190,"30/03/2011",1046.75,868,"NA",1022.83333333," 16:17:21",1073,"Block 3:",1015.66666667,1274," 46624",1018.5,2184,1160,1119
" 0705",1906,"NA",12,755.5,790,"NA","30/03/2011","NA","NA",1633,744," 16:17:21","NA","Block 4:",931,"NA"," 12264",775.333333333,"NA","NA","NA"
" 0705",1016.33333333,1040,35,2805,913.333333333,990.75,"30/03/2011",1065,2452.33333333,"NA",890.5," 16:17:21",970.25,"Block 5:",1824,1936.66666667," 49941",850.666666667,"NA",836,3688.5
" 0833",1976.5,"NA",11,"NA",2020,2749,"28/03/2011","NA","NA",1097.5,"NA"," 13:30:46","NA","Block 1:",1150,"NA"," 17431",836,"NA","NA","NA"
" 0833","NA",973.333333333,12,"NA","NA","NA","28/03/2011","NA",1459.5,"NA","NA"," 13:30:46",792,"Block 2:","NA",1314," 13461","NA",1576,902,1123
" 0833",1708.66666667,"NA",36,806.5,1643.66666667,"NA","28/03/2011",1628,1448,999,1130.66666667," 13:30:46","NA","Block 3:",1232,1211.66666667," 50241",1357.33333333,1115,"NA",1467
" 0833",841,"NA",12,693,2322,701,"28/03/2011","NA","NA",809.666666667,900," 13:30:46","NA","Block 4:",797,"NA"," 11356",1175,"NA","NA","NA"
" 0833",1609.75,1742.75,35,1417.66666667,1688.5,875,"28/03/2011",1354,2059,1329.33333333,1137.75," 13:30:46",2096,"Block 5:",1130,1320," 50922",1123.66666667,1442,1449.66666667,1118
" 0856",956,"NA",11,932.5,1024.33333333,779,"08/03/2011","NA","NA",1351,632," 11:30:12","NA","Block 1:",4208,"NA"," 14261",698.5,"NA","NA","NA"
" 0856","NA",758,12,"NA","NA","NA","08/03/2011",662,1901,"NA","NA"," 11:30:12",1393,"Block 2:","NA",1293," 14677","NA",1001,1539,1098.5
" 0856",1448,663,36,1059,802,956,"08/03/2011",895.666666667,2877,1441.5,941," 11:30:12",2225.33333333,"Block 3:",2995.5,1318.5," 53293",1188.66666667,1620,2515.33333333,1291.33333333
" 0856",772,"NA",12,686,3195,1826,"08/03/2011","NA","NA",2691,787," 11:30:12","NA","Block 4:",1614,"NA"," 19578",1508,"NA","NA","NA"
" 0856","NA","NA",35,938.333333333,863.5,"NA","08/03/2011",768.75,1568.5,1006,"NA"," 11:30:12",2694.16666667,"Block 5:",985.666666667,1015.66666667," 53017",1001,1865,1352.5,1631.16666667
" 1004",1291.33333333,"NA",11,647,"NA",1114,"05/04/2011","NA","NA",1227.5,1408," 13:26:34","NA","Block 1:",533,"NA"," 12265",744.666666667,"NA","NA","NA"
" 1004","NA",1580,12,"NA","NA","NA","05/04/2011",1013.33333333,1290.5,"NA","NA"," 13:26:34",997.5,"Block 2:","NA","NA"," 15037","NA",1234,"NA",2026
" 1004",1482,1016.33333333,36,679.5,1318,"NA","05/04/2011",742.25,1098.5,1803.5,630," 13:26:34",878,"Block 3:",1277.5,1242.66666667," 37082",825.333333333,"NA",690.666666667,961.6
" 1004","NA","NA",12,660,"NA",1168.33333333,"05/04/2011","NA","NA",744.666666667,709," 13:26:34","NA","Block 4:",2191,"NA"," 11688",864.5,"NA","NA","NA"
" 1004",2281.66666667,1092.5,33,1551,1916.5,847.5,"05/04/2011",1449.5,893,1735.66666667,4226," 13:26:34","NA","Block 5:",1394.66666667,1839.66666667," 63825","NA",1779.75,2875.5,2641.5
" 1011",1273.5,"NA",12,1294.33333333,"NA",1191,"21/03/2011","NA","NA","NA",1750.75," 13:21:53","NA","Block 1:",2134.5,"NA"," 18893","NA","NA","NA","NA"
" 1011","NA",4293,11,"NA","NA","NA","21/03/2011",658,"NA","NA","NA"," 13:21:53","NA","Block 2:","NA",811," 13647","NA",759.5,603,1212
" 1011",608,1180.5,31,1112.5,1146.5,858,"21/03/2011",549,"NA",1190,2027.5," 13:21:53",1201.66666667,"Block 3:",1139,697.75," 34994",745.5,720,524,1000.33333333
" 1011",688,"NA",9,687,893.5,1102,"21/03/2011","NA","NA",1647,806," 13:21:53","NA","Block 4:",3236,"NA"," 15370","NA","NA","NA","NA"
" 1011",703,"NA",26,1434,1352.5,1351,"21/03/2011",970,1519.33333333,825,2669," 13:21:53",1594.25,"Block 5:",1291.66666667,1850," 52290",1465.5,1784.66666667,2009.5,1150.33333333
" 1101",812.5,"NA",11,"NA",4204,871,"24/01/2011","NA","NA",989,748," 12:12:08","NA","Block 1:",749,"NA"," 15927",555.333333333,"NA","NA","NA"
" 1101","NA",1019.5,11,"NA","NA","NA","24/01/2011",1208.5,705,"NA","NA"," 12:12:08",797,"Block 2:","NA",1302," 12645","NA","NA",1261.5,763
" 1101",1580.5,1151.75,33,669.333333333,"NA",596,"24/01/2011",646.333333333,943.666666667,1475.33333333,712.5," 12:12:08",1936.5,"Block 3:",660.666666667,618," 35152",945,925,732.5,898
" 1101",555,"NA",11,"NA",1291,1781,"24/01/2011","NA","NA",671,"NA"," 12:12:08","NA","Block 4:",835.5,"NA"," 9932",688.666666667,"NA","NA","NA"
" 1101",851,1477.5,32,"NA","NA",770,"24/01/2011",546,4563,1013.5,858," 12:12:08",1620.8,"Block 5:",702.333333333,1603.5," 46387",1731.33333333,892.8,786,1401
" 1103",1683.33333333,"NA",12,1189,1437,936,"23/03/2011","NA","NA",1675.33333333,1057," 15:25:13","NA","Block 1:",1248,"NA"," 17191","NA","NA","NA","NA"
" 1103","NA",7035,11,"NA","NA","NA","23/03/2011",745,837,"NA","NA"," 15:25:13",1561,"Block 2:","NA",921," 20338","NA","NA",1771.66666667,809
" 1103",706,2587.75,35,1042,1512,2973,"23/03/2011",725.5,1218.66666667,2038,1114," 15:25:13",3235.75,"Block 3:",1925.75,"NA"," 64884",2486.5,1462,931,649
" 1103","NA","NA",12,746.5,1235,800,"23/03/2011","NA","NA",1095.33333333,"NA"," 15:25:13","NA","Block 4:",2920.66666667,"NA"," 17628",817,"NA","NA","NA"
" 1103",2508,1081,34,1365.33333333,1516.5,878.5,"23/03/2011",3618,1543.5,1073,3060.2," 15:25:13","NA","Block 5:",888,897," 64456",1740,1083,"NA",1964
" 1209","NA","NA",12,"NA",3467.5,"NA","23/03/2011","NA","NA",1450,2178," 13:49:43","NA","Block 1:",1602.66666667,"NA"," 25518",1806.5,"NA","NA","NA"
" 1209","NA","NA",10,"NA","NA","NA","23/03/2011","NA",1123.66666667,"NA","NA"," 13:49:43",1435.33333333,"Block 2:","NA","NA"," 24920","NA",2204,4200.5,2230
" 1209",1335,2083.5,35,917.333333333,2039.5,716,"23/03/2011",999,1281.25,812.5,667," 13:49:43",791,"Block 3:",1958.5,1673.5," 42463",505,1028.5,846,1202.33333333
" 1209",1487.33333333,"NA",11,656,967.5,971,"23/03/2011","NA","NA",648,"NA"," 13:49:43","NA","Block 4:","NA","NA"," 11423",701,"NA","NA","NA"
" 1209",1405.25,2843,23,954.333333333,1297.5,1471.33333333,"23/03/2011",950,3244.66666667,"NA",3406.33333333," 13:49:43",5574,"Block 5:",1630,1595.66666667," 75644",1121.5,4731,1981.66666667,1336
" 1212",2712.33333333,"NA",12,1421.5,"NA","NA","22/03/2011","NA","NA",949,988," 15:18:19","NA","Block 1:",1229.33333333,"NA"," 18298",744,"NA","NA","NA"
" 1212","NA",1141,12,"NA","NA","NA","22/03/2011",820,846.5,"NA","NA"," 15:18:19",932,"Block 2:","NA",1166.66666667," 12889","NA","NA",1134.33333333,1400
" 1212","NA","NA",35,1095,3074,1560.33333333,"22/03/2011",1041.5,981.5,"NA",1548," 15:18:19",1023.66666667,"Block 3:",2024.2,2103," 54179",753,1210,910.5,1101.75
" 1212",1587,"NA",12,605.5,"NA",687.25,"22/03/2011","NA","NA",660.5,1705," 15:18:19","NA","Block 4:",829,"NA"," 9956",554,"NA","NA","NA"
" 1212",1224,1589.25,32,1585,1364,1756.66666667,"22/03/2011",982.5,2221.5,2011,1741," 15:18:19",3343.75,"Block 5:",4354,1348," 72668",2059.66666667,1167,3332,3369
" 1224","NA","NA",12,762,676.666666667,552,"21/03/2011","NA","NA",623,584.666666667," 14:22:05","NA","Block 1:","NA","NA"," 7719",613,"NA","NA","NA"
" 1224","NA","NA",11,"NA","NA","NA","21/03/2011",585,689,"NA","NA"," 14:22:05",931.333333333,"Block 2:","NA","NA"," 8867","NA",681.5,586,1093
" 1224",1233,1400.5,36,742,920,990.5,"21/03/2011",596.2,1109.66666667,796.5,975.5," 14:22:05",801.666666667,"Block 3:",1136,1229.5," 36453",874.666666667,1315.66666667,1265.5,1354
" 1224",1088,"NA",11,856,780.5,656,"21/03/2011","NA","NA",1208.5,725," 14:22:05","NA","Block 4:",682,"NA"," 10081",784,"NA","NA","NA"
" 1224",1128.66666667,1025,32,568,"NA",702.666666667,"21/03/2011",1556.75,812,1186.25,828.5," 14:22:05",1137.66666667,"Block 5:",887,1137," 39039",1030.5,1227.5,"NA",978
" 1234",1214,"NA",11,1352,1926,872.5,"05/04/2011","NA","NA",1314,1043," 16:17:45","NA","Block 1:",1704.33333333,"NA"," 16998",1365,"NA","NA","NA"
" 1234","NA",4458.33333333,11,"NA","NA","NA","05/04/2011","NA",1464.5,"NA","NA"," 16:17:45",2956.5,"Block 2:","NA",1275.5," 28226","NA",743,1449,1266
" 1234",810,1341.5,34,1146.33333333,1326,893,"05/04/2011",1480,"NA",693.5,736.666666667," 16:17:45",2912,"Block 3:",1084.6,796.333333333," 40458",2415,1508,742,854.5
" 1234",866,"NA",11,3167.5,2867,"NA","05/04/2011","NA","NA",954,797," 16:17:45","NA","Block 4:",854.5,"NA"," 16942","NA","NA","NA","NA"
" 1234",2222,"NA",34,899,"NA",1398,"05/04/2011",1360.25,"NA",1475,1733," 16:17:45",1255.5,"Block 5:",1728,1300," 58620",1011.5,1048.5,1734.8,3657
" 1243",1225,"NA",12,939,1007.66666667,"NA","18/01/2011","NA","NA",862.5,948," 16:48:59","NA","Block 1:",809,"NA"," 11399",895.5,"NA","NA","NA"
" 1243","NA","NA",10,"NA","NA","NA","18/01/2011",1079,961.5,"NA","NA"," 16:48:59",3988.75,"Block 2:","NA","NA"," 25820","NA",1051.5,842,3076
" 1243",1040.66666667,1930.5,34,718,"NA",640,"18/01/2011",875.666666667,1042.66666667,851.333333333,770.5," 16:48:59",703,"Block 3:",657,846," 32399",777,823.333333333,935.333333333,"NA"
" 1243",1318.5,"NA",11,646.5,"NA",1567.66666667,"18/01/2011","NA","NA",704,851," 16:48:59","NA","Block 4:",1002,"NA"," 12741",775.5,"NA","NA","NA"
" 1243",2134.4,1233.5,29,1236.33333333,1751.33333333,"NA","18/01/2011",2913.5,2289.66666667,1202.33333333,"NA"," 16:48:59",1461.5,"Block 5:",1708.66666667,2596," 72500",1646.5,1382,6459,2430
" 1321",2872,"NA",11,764.5,1278.5,1866,"24/02/2011","NA","NA",893,1047," 14:12:59","NA","Block 1:",994,"NA"," 17187","NA","NA","NA","NA"
" 1321","NA","NA",10,"NA","NA","NA","24/02/2011",1346,1291.75,"NA","NA"," 14:12:59",832,"Block 2:","NA","NA"," 28825","NA",2888,1065,10686
" 1321",1258.5,1301,31,1587.5,"NA",2072,"24/02/2011",939,1068.66666667,958,1126," 14:12:59",1106.5,"Block 3:",1437,1112.25," 44310",1536,1558,897,1045
" 1321",870.5,"NA",12,834,2694,899.5,"24/02/2011","NA","NA",707,1828.5," 14:12:59","NA","Block 4:","NA","NA"," 14194",964,"NA","NA","NA"
" 1321",2491.33333333,2136,26,1466.75,1141,"NA","24/02/2011",1866.66666667,1949.6,1294,2703," 14:12:59",2689,"Block 5:",1839,2086.33333333," 68001",1103,2494.5,1512,2030
" 1358",599,"NA",11,690.666666667,1162,831.5,"29/03/2011","NA","NA",708,610," 16:40:06","NA","Block 1:",593,"NA"," 9255",1238,"NA","NA","NA"
" 1358","NA",739.5,12,"NA","NA","NA","29/03/2011",680,1425,"NA","NA"," 16:40:06",673,"Block 2:","NA","NA"," 10603","NA",685,760,1015.5
" 1358",700.5,1140.33333333,33,983.333333333,1141,1050,"29/03/2011",987.5,893.666666667,1116,748," 16:40:06","NA","Block 3:",842,783," 32369",588.5,828.5,953,"NA"
" 1358",1244,"NA",10,856.5,622,853,"29/03/2011","NA","NA","NA",888," 16:40:06","NA","Block 4:",1101.25,"NA"," 11208",630,"NA","NA","NA"
" 1358",1236,1368,30,1378,"NA",1224,"29/03/2011",2076.5,845,920,776," 16:40:06",1045.4,"Block 5:",1508.66666667,977.5," 40616",1872,719.25,916.4,"NA"
" 1441",1294,"NA",12,672.5,814,1228,"25/03/2011","NA","NA",688,809," 14:22:30","NA","Block 1:",563,"NA"," 9745","NA","NA","NA","NA"
" 1441","NA",1094,9,"NA","NA","NA","25/03/2011",1072,1147,"NA","NA"," 14:22:30",888,"Block 2:","NA",1419," 12231","NA",835,580,1070
" 1441",1785.5,1356.33333333,26,632.75,"NA",888,"25/03/2011",795,819.75,665.666666667,899," 14:22:30",1253.66666667,"Block 3:",718.6,"NA"," 37141",1008,628.5,1815,1369
" 1441",614,"NA",11,558.5,1022,1778.5,"25/03/2011","NA","NA","NA",1425.5," 14:22:30","NA","Block 4:",741,"NA"," 12968","NA","NA","NA","NA"
" 1441",1427.66666667,1401.5,25,1092.2,2432,1292,"25/03/2011",1791,1066,978,1998," 14:22:30",2291.75,"Block 5:",1509.5,805," 55373",841,1990,1194.5,"NA"
" 1580",1308,"NA",12,763.5,834,1321.5,"31/03/2011","NA","NA","NA","NA"," 15:25:14","NA","Block 1:",583,"NA"," 11640",859.25,"NA","NA","NA"
" 1580","NA",1433,12,"NA","NA","NA","31/03/2011",957.5,1265,"NA","NA"," 15:25:14",829.5,"Block 2:","NA",934.666666667," 13411","NA","NA",1535,"NA"
" 1580",1208,1230.66666667,36,1252,804.75,"NA","31/03/2011",882.5,766,932.333333333,1237.5," 15:25:14",1756.75,"Block 3:",991,826," 39037",1102.75,868,853.5,974
" 1580","NA","NA",12,720,649,"NA","31/03/2011","NA","NA",1438.66666667,659.75," 15:25:14","NA","Block 4:",789,"NA"," 10477",682,"NA","NA","NA"
" 1580",1382,2243,36,1129.66666667,3687,799,"31/03/2011",867.5,"NA","NA",1351," 15:25:14",1419.25,"Block 5:",1523.75,1321.33333333," 47452",1190,1155.33333333,1080.4,979.5
" 1604",828.5,"NA",12,839,998,909.5,"08/04/2011","NA","NA",728,"NA"," 12:25:19","NA","Block 1:","NA","NA"," 10092",685,"NA","NA","NA"
" 1604","NA",1113.5,12,"NA","NA","NA","08/04/2011",999,852,"NA","NA"," 12:25:19",773,"Block 2:","NA",794.333333333," 10606","NA",764,752,928
" 1604",955,985,33,1085,664.333333333,2544.5,"08/04/2011",577,975,2277.5,699.5," 12:25:19",942,"Block 3:",696,726," 39631",883,1534.2,859,780
" 1604","NA","NA",9,1020,1085.5,1844,"08/04/2011","NA","NA",2360.66666667,1924.5," 12:25:19","NA","Block 4:",2291,"NA"," 21622",1521,"NA","NA","NA"
" 1604",3331.5,1884.33333333,20,"NA",1212,1541.75,"08/04/2011",2563,3192,1926.2,1859," 12:25:19",2292,"Block 5:",883,2017.6," 71846",1051.33333333,2837.33333333,1803,2540
" 1617","NA","NA",12,831,761,1078,"23/03/2011","NA","NA",899.333333333,"NA"," 11:26:46","NA","Block 1:","NA","NA"," 10567",760,"NA","NA","NA"
" 1617","NA",1107.5,11,"NA","NA","NA","23/03/2011","NA",1632.5,"NA","NA"," 11:26:46",815,"Block 2:","NA","NA"," 12762","NA",929,917,"NA"
" 1617",1170,2677.33333333,36,"NA",1448,"NA","23/03/2011",949,1057.25,1167,1487.33333333," 11:26:46",1124,"Block 3:",1285.33333333,1033.2," 47883",951,2361.5,785.5,1670
" 1617",865.333333333,"NA",11,1113.66666667,1879,1201,"23/03/2011","NA","NA",1177,707," 11:26:46","NA","Block 4:","NA","NA"," 13969",1189,"NA","NA","NA"
" 1617",2933,1362.5,32,732.5,1481.5,1029.83333333,"23/03/2011",1479,1095,1174,1019.5," 11:26:46",1303.5,"Block 5:","NA",1134," 44803",1700.5,1591,905,1186.75
" 1717",3979,"NA",12,951,1119,"NA","08/04/2011","NA","NA",745.5,1130.33333333," 11:25:17","NA","Block 1:","NA","NA"," 15701",1350,"NA","NA","NA"
" 1717","NA",1916.5,12,"NA","NA","NA","08/04/2011",1109.5,832.5,"NA","NA"," 11:25:17",975,"Block 2:","NA",1572," 13342","NA","NA",706.5,"NA"
" 1717",1012,1658,33,838,872.5,1658.5,"08/04/2011",1686.33333333,738,959.5,790.666666667," 11:25:17",1226.66666667,"Block 3:",749,2672.33333333," 43758",674.5,1481.5,628,1007.33333333
" 1717",578.5,"NA",12,790,1424,2418.5,"08/04/2011","NA","NA",1232,606.5," 11:25:17","NA","Block 4:","NA","NA"," 13317",642,"NA","NA","NA"
" 1717",2447.5,1500.33333333,33,1399.33333333,"NA",1727,"08/04/2011",5423.5,2542.33333333,2385,1311," 11:25:17",1689.5,"Block 5:",1644,"NA"," 73220",1389.66666667,1517,3213,1089.33333333
" 1748","NA","NA",12,812.75,896,896.5,"21/03/2011","NA","NA",942.5,1005," 10:23:35","NA","Block 1:","NA","NA"," 10731","NA","NA","NA","NA"
" 1748","NA",1112.66666667,12,"NA","NA","NA","21/03/2011",755.5,777,"NA","NA"," 10:23:35",688.5,"Block 2:","NA",620.5," 9633","NA",612,"NA","NA"
" 1748",712,568,34,630,1267,599.333333333,"21/03/2011",586.5,1048,688,1204," 10:23:35",759,"Block 3:",609.5,570.5," 31537",662.666666667,966.333333333,1019.33333333,2682.5
" 1748",971,"NA",10,1423,1482.75,"NA","21/03/2011","NA","NA","NA",731.5," 10:23:35","NA","Block 4:",2593,"NA"," 14734",890,"NA","NA","NA"
" 1748",1145,943,29,1412,1054,1613,"21/03/2011",910.25,1407.25,847,486," 10:23:35",1008,"Block 5:",1165.66666667,709," 45346",891,2640.33333333,1321.2,1051
" 1810",1326,"NA",12,654.5,806.5,2312.5,"01/03/2011","NA","NA",851,857.333333333," 12:20:32","NA","Block 1:",635,"NA"," 12931","NA","NA","NA","NA"
" 1810","NA","NA",7,"NA","NA","NA","01/03/2011",2458.5,947,"NA","NA"," 12:20:32",1704,"Block 2:","NA",1749.5," 20576","NA",1428,1521,1710.66666667
" 1810",757,1444.66666667,31,756.666666667,1058.33333333,2585,"01/03/2011",1397,957.333333333,647.666666667,937.333333333," 12:20:32",878,"Block 3:",1300,928," 37008",799.5,1077,807.75,"NA"
