"Time","GSR","BP","VAS"
690,20.1563,2.1933,-0.0233
691,20.5207,-0.0365,-0.0234
692,20.1519,4.1369,-0.0237
693,20.4577,4.3976,-0.0227
694,20.5617,-3.0598,-0.0229
695,20.3079,-0.8214,-0.024
696,20.6124,-2.323,-0.0224
697,20.635,4.6146,-0.0242
698,20.7868,-2.2318,-0.0215
699,20.3766,-3.394,-0.0231
700,19.9292,5.1812,-0.0245
701,19.6944,3.191,-0.022
702,19.6112,-2.8005,-0.0218
703,19.6781,5.1365,-0.0218
704,19.5978,-5.2446,-0.0237
705,19.7115,7.4611,-0.0234
706,19.7265,-5.6193,-0.0229
707,19.539,6.2316,-0.0227
708,19.3664,-6.2624,-0.0244
709,19.468,5.5345,-0.024
710,20.1635,-4.6135,-0.0203
711,20.4945,4.0295,-0.0257
712,20.2967,-2.9968,-0.024
713,20.2865,3.1519,-0.0241
714,20.3102,-4.2892,-0.025
715,20.1591,3.1258,-0.0232
716,20.5118,2.4292,-0.0236
717,20.539,-8.6191,-0.0233
718,20.2099,1.5911,-0.0222
719,19.909,-3.1445,-0.025
720,19.6861,2.632,-0.0213
721,19.5903,3.4121,-0.0245
722,19.5588,-5.1413,-0.023
723,20.3772,3.383,-0.023
724,21.5504,0.8572,-0.0211
725,21.4452,-6.0813,-0.0196
726,20.7938,-3.1068,-0.0214
727,20.3404,2.7373,-0.0169
728,20.3413,-1.4852,-0.0205
729,20.3564,4.793,-0.0178
730,20.2797,-2.3258,-0.0234
731,20.0477,5.9047,-0.0224
732,19.8296,-3.9069,-0.0234
733,20.1016,5.1307,-0.0232
734,20.0362,-0.9237,-0.0219
735,19.8017,0.5935,-0.0219
736,19.6517,4.7617,-0.0205
737,19.7566,-6.1369,-0.0216
738,20.6967,4.1594,-0.0197
739,20.7151,-6.2238,-0.0219
740,20.8607,3.7131,-0.0194
741,21.3174,-4.6104,-0.0215
742,20.8987,3.0188,-0.0225
743,20.6898,-3.9498,-0.0219
744,20.3577,4.3704,-0.0228
745,20.4096,-2.973,-0.0213
746,20.5976,5.1995,-0.0217
747,20.3534,-1.2896,-0.0231
748,20.0954,2.3134,-0.0205
749,20.2889,5.315,-0.0228
750,21.1829,-7.3094,-0.0222
751,21.0266,3.6272,-0.0236
752,20.857,-4.7969,-0.0217
753,21.2908,0.8999,-0.0221
754,21.242,-1.6898,-0.0212
755,21.4788,-0.6196,-0.0226
756,21.8113,2.4351,-0.0227
757,21.5588,-4.4233,-0.0239
758,21.2259,4.98,-0.024
759,20.9567,0.5408,-0.022
760,21.2428,-0.7642,-0.0227
761,20.964,2.1518,-0.0223
762,20.7135,-3.7639,-0.0243
763,21.1554,0.5314,-0.0234
764,21.5611,0.6482,-0.0234
765,21.3785,-4.9884,-0.0225
766,20.9388,4.3654,-0.0219
767,20.6726,-3.5491,-0.0195
768,20.459,5.5514,-0.0226
769,20.3918,2.9237,-0.021
770,20.7813,-2.9292,-0.0228
771,20.7234,2.5098,-0.0206
772,20.4309,4.4688,-0.0218
773,20.218,-3.7816,-0.0218
774,20.2999,2.3318,-0.0205
775,20.7081,3.49,-0.0241
776,20.5193,-5.3444,-0.0214
777,20.2917,5.4918,-0.0189
778,20.2708,1.8191,-0.0217
779,20.7343,-2.5351,-0.0211
780,21.7063,2.1627,-0.0209
781,22.2313,-6.6997,-0.0223
782,22.5791,-0.6688,-0.0232
783,22.5801,0.817,-0.0223
784,22.2355,-4.5089,-0.0216
785,21.395,-3.5249,-0.0229
786,21.0792,4.4043,-0.0261
787,21.4237,3.9237,-0.0225
788,21.5035,-4.6456,-0.0261
789,21.306,3.7403,-0.0231
790,21.1875,3.8739,-0.0258
791,21.2039,-5.995,-0.0218
792,21.0199,1.4437,-0.0225
793,20.8016,1.031,-0.0222
794,20.9974,-3.0045,-0.0212
795,21.1016,3.0866,-0.022
796,20.817,0.168,-0.0223
797,20.5617,-3.3035,-0.0249
798,20.4157,7.9738,-0.0228
799,20.2822,-4.8249,-0.0208
800,20.2537,4.2969,-0.0248
801,20.6689,7.5488,-0.0221
802,21.4759,-6.6125,-0.0237
803,21.6826,6.9878,-0.0241
804,22.6813,-5.1417,-0.023
805,22.5244,-7.3722,-0.0213
806,22.2706,2.5934,-0.0231
807,21.9923,-4.7465,-0.0243
808,22.7804,1.8792,-0.0247
809,22.9478,-3.7424,-0.0206
810,22.5224,5.0445,-0.0212
811,23.1039,-4.5167,-0.0221
812,23.4039,1.6809,-0.0236
813,22.4516,-3.7443,-0.023
814,21.6469,4.1026,-0.0226
815,21.2639,-2.7774,-0.0263
816,20.9735,3.2168,-0.0244
817,20.7372,-1.9983,-0.0251
818,20.575,4.0134,-0.0255
819,21.3714,-0.6635,-0.0228
820,22.0242,2.6701,-0.025
821,21.5318,-4.157,-0.0252
822,21.0475,4.6074,-0.0245
823,20.7653,-2.9922,-0.0222
824,20.5957,5.5865,-0.0215
825,21.148,-4.7625,-0.0222
826,21.5926,5.7068,-0.0241
827,21.232,-4.2056,-0.0247
828,20.8931,6.6272,-0.0228
829,20.6711,-3.0814,-0.0251
830,20.5583,-4.2293,-0.0205
831,21.3456,3.7452,-0.024
832,22.2876,-2.1639,-0.0246
833,22.7084,3.1282,-0.0227
834,22.0076,6.6222,-0.0218
835,21.5591,-5.484,-0.0236
836,21.7987,2.3582,-0.0223
837,22.7787,-5.2148,-0.024
838,22.9549,3.88,-0.022
839,23.0267,5.5039,-0.024
840,22.8252,-8.0179,-0.0238
841,22.3897,-1.0413,-0.0267
842,21.8028,-4.051,-0.0236
843,21.4355,3.7031,-0.022
844,21.4916,-3.7016,-0.023
845,21.4671,3.3837,-0.0252
846,21.2417,3.5311,-0.0223
847,21.5566,1.3192,-0.0233
848,22.8801,-5.998,-0.0253
849,22.919,-6.1327,-0.0234
850,22.0721,0.1154,-0.0222
851,21.539,-1.5248,-0.0218
852,21.3471,4.842,-0.0243
853,21.6085,-1.1156,-0.0225
854,22.3652,7.5629,-0.0211
855,22.4522,3.1455,-0.0249
856,22.2985,-5.5962,-0.0243
857,22.674,-5.652,-0.0239
858,23.4237,0.4839,-0.022
859,23.6801,-2.8033,-0.0228
860,24.1542,-0.0625,-0.0253
861,24.1658,1.7796,-0.0241
862,23.5688,1.3758,-0.0254
863,23.2254,-2.1012,-0.0229
864,22.5788,2.4965,-0.0245
865,21.9641,0.5629,-0.0215
866,21.6252,-2.4896,-0.0233
867,22.125,4.7865,-0.024
868,22.6787,6.3386,-0.0227
869,22.8803,-3.8698,-0.0226
870,22.6102,-1.9017,-0.0211
871,22.1699,7.0025,-0.0234
872,22.8876,-3.2894,-0.0231
873,23.0254,-3.925,-0.0223
874,22.7037,6.107,-0.0233
875,22.2569,-2.7974,-0.0254
876,21.904,7.2994,-0.0231
877,22.1683,-4.7373,-0.0225
878,22.4075,3.9999,-0.0228
879,22.4627,-5.0305,-0.0233
880,22.5199,5.3573,-0.0222
881,22.6066,-4.5148,-0.0225
882,22.7367,4.5847,-0.0227
883,23.2356,-4.3216,-0.0224
884,23.3517,4.6168,-0.0201
885,22.8978,-5.0991,-0.0212
886,22.4799,3.9382,-0.0221
887,22.1914,-5.0018,-0.0219
888,22.2323,5.6324,-0.024
889,22.0157,-4.5544,-0.0205
890,22.1207,3.4379,-0.0244
891,22.2531,-5.4853,-0.025
892,22.2591,3.0768,-0.0245
893,22.2943,-2.5687,-0.0229
894,22.2278,2.7592,-0.0231
895,22.006,-4.7556,-0.0232
896,21.7586,6.4292,-0.0238
897,21.5701,-4.998,-0.0233
898,21.4322,4.7808,-0.0219
899,21.4632,-3.0998,-0.0227
900,21.4091,4.769,-0.0245
901,21.3916,-4.3475,-0.0254
902,21.6152,7.2952,-0.0237
903,21.9175,-4.8184,-0.0246
904,21.969,7.5948,-0.0243
905,22.9658,-5.9703,-0.0245
906,23.9391,3.7278,-0.0241
907,23.9351,-5.9385,-0.0228
908,23.1585,4.476,-0.0245
909,23.5039,-5.9273,-0.0231
910,24.4969,1.0042,-0.0218
911,25.3611,-6.8756,-0.0234
912,24.2625,-0.048,-0.0228
913,23.8764,-3.2591,-0.0234
914,24.3817,0.5998,-0.0216
915,23.6114,-1.6572,-0.0188
916,22.841,1.3813,-0.0235
917,22.1929,2.6832,-0.0221
918,21.8359,3.7218,-0.0222
919,22.1964,-0.2209,-0.0233
920,22.8653,2.5078,-0.0247
921,23.4164,-2.0958,-0.024
922,23.7939,-4.6898,-0.022
923,23.5621,3.3798,-0.0232
924,23.8295,-1.8343,-0.0248
925,24.355,-2.6501,-0.0253
926,24.032,4.2038,-0.0266
927,23.9102,-2.1025,-0.0258
928,23.6987,5.7843,-0.0239
929,23.625,2.2373,-0.0286
930,23.3365,1.3787,-0.0233
931,23.584,-1.5942,-0.0229
932,24.3023,-3.524,-0.025
933,24.234,0.479,-0.0245
934,24.3527,-4.8009,-0.0259
935,24.233,2.4388,-0.0214
936,24.3353,1.8347,-0.0244
937,23.5825,-1.7847,-0.0233
938,23.0098,1.3684,-0.0221
939,22.6795,2.303,-0.0226
940,22.631,-2.1405,-0.0225
941,23.1838,5.1305,-0.0251
942,22.9758,-3.8825,-0.0231
943,22.568,4.8468,-0.023
944,22.3179,-3.2038,-0.0233
945,22.1888,6.2394,-0.024
946,22.0784,6.5376,-0.0207
947,22.2634,-13.0526,-0.0242
948,22.8822,1.4386,-0.0229
949,23.4493,-5.2151,-0.0248
950,23.3928,0.2925,-0.0221
951,23.6267,-0.9804,-0.0217
952,24.6451,-5.2386,-0.0223
953,24.8058,-0.4677,-0.0201
954,24.6863,0.9422,-0.0202
955,24.1145,1.8368,-0.0204
956,23.5901,2.4806,-0.0193
957,23.8327,-1.1665,-0.0201
958,24.5409,1.8616,-0.0225
959,25.4292,-0.3702,-0.0238
960,24.4411,1.6807,-0.02
961,23.5848,-0.574,-0.0197
962,23.0191,2.6418,-0.0203
963,22.6652,-2.8244,-0.0213
964,22.4548,4.5889,-0.0215
965,22.2689,-2.3313,-0.022
966,22.1782,5.54,-0.0206
967,22.3072,-3.5197,-0.0196
968,22.3075,5.1777,-0.0217
969,22.1845,-1.4648,-0.0232
970,22.3116,1.8741,-0.0217
971,22.3337,0.5028,-0.0209
972,22.3304,6.1031,-0.0218
973,22.4227,-5.4681,-0.0223
974,23.6236,5.98,-0.0232
975,23.6372,-6.4467,-0.0233
976,23.6768,5.7035,-0.0231
977,23.475,-5.9966,-0.0255
978,23.0064,7.4405,-0.0231
979,23.724,-3.4685,-0.0244
980,23.9926,-4.6854,-0.0244
981,23.5478,5.1341,-0.0218
982,23.4878,3.1353,-0.0241
983,23.9604,-0.9573,-0.0272
984,24.7281,-8.5513,-0.0245
985,24.3453,-2.1403,-0.0229
986,23.4018,-2.9921,-0.0237
987,22.8916,-2.223,-0.0238
988,22.6744,4.7562,-0.0217
989,22.5925,-2.1856,-0.0241
990,22.5512,-2.9381,-0.0243
991,22.3708,3.7575,-0.0251
992,22.4549,5.3084,-0.0246
993,23.5652,-4.9365,-0.0227
994,24.5821,5.7395,-0.0229
995,24.3561,-4.0232,-0.0207
996,23.8166,0.7067,-0.0223
997,23.2321,0.7035,-0.023
998,23.4897,6.1263,-0.0252
999,23.7268,-4.5367,-0.0242
1000,23.1657,-4.1146,-0.0243
1001,22.8481,6.1404,-0.0228
1002,23.5102,-5.2176,-0.0247
1003,24.0299,4.7412,-0.0221
1004,23.4605,-0.8369,-0.0226
1005,23.0168,3.3517,-0.0269
1006,23.1335,3.3714,-0.0256
1007,24.8626,-5.4359,-0.0233
1008,24.7043,2.8078,-0.0232
1009,24.7281,1.4439,-0.0255
1010,24.9786,-7.1366,-0.0227
1011,24.7082,1.0212,-0.023
1012,24.9296,-4.875,-0.0254
1013,25.4212,-0.8262,-0.0259
1014,25.2622,0.0672,-0.0204
1015,24.1516,1.0703,-0.0235
1016,23.5685,4.8378,-0.022
1017,23.2148,2.7474,-0.0214
1018,23.0007,-2.5166,-0.0233
1019,23.827,3.8717,-0.0227
1020,24.1502,-4.8534,-0.0262
1021,23.8463,4.1717,-0.0238
1022,23.6779,-4.5186,-0.0214
1023,23.28,4.4338,-0.0232
1024,22.9467,-4.1008,-0.0222
1025,22.8046,4.5531,-0.0202
1026,22.8596,-3.8485,-0.0231
1027,22.8093,4.8963,-0.0223
1028,22.6163,-2.9093,-0.0226
1029,22.6405,6.2901,-0.0232
1030,22.8175,5.1608,-0.0233
1031,22.9063,-5.4042,-0.0223
1032,23.613,4.3274,-0.021
1033,23.4609,-6.0616,-0.0274
1034,22.9772,6.0656,-0.0226
1035,22.6532,-6.2535,-0.0245
1036,22.6101,4.8854,-0.0223
1037,22.7359,-6.2036,-0.0256
1038,22.6634,5.7621,-0.025
1039,22.4976,-5.042,-0.024
1040,22.3283,4.1475,-0.0224
1041,22.1672,-2.0872,-0.0223
1042,22.0957,0.5596,-0.0259
1043,22.689,2.1138,-0.0241
1044,23.1165,-4.4547,-0.023
1045,22.8338,2.9554,-0.0235
1046,22.473,3.9065,-0.0245
1047,22.2085,-4.0194,-0.0232
1048,22.1801,3.7697,-0.0236
1049,22.1643,-5.9741,-0.019
1050,22.5713,3.3795,-0.0262
1051,23.2229,0.9918,-0.021
1052,23.3435,-4.98,-0.0242
1053,23.4489,2.2438,-0.0241
1054,23.0708,2.2112,-0.0251
1055,22.9687,-2.3836,-0.0236
1056,22.6689,-3.0606,-0.0234
1057,22.291,5.9027,-0.0261
1058,22.3906,-4.026,-0.025
1059,22.7063,6.8545,-0.0247
1060,23.7291,-4.7643,-0.0268
1061,23.9653,5.0633,-0.0258
1062,23.4375,-5.0478,-0.0228
1063,23.4616,5.8754,-0.0232
1064,23.9844,-4.6094,-0.0236
1065,24.6719,5.4918,-0.0242
1066,23.9482,-4.7667,-0.024
1067,24.2615,4.9774,-0.0255
1068,24.9184,-2.4797,-0.027
1069,24.6423,6.1114,-0.0254
1070,24.7985,-5.8802,-0.0273
1071,24.4097,4.8964,-0.0253
1072,23.7225,-5.9102,-0.0252
1073,23.2949,7.0154,-0.0245
1074,23.3455,-4.9532,-0.0257
1075,23.2306,3.9847,-0.0277
1076,23.4118,-3.2862,-0.0263
1077,23.7696,6.8141,-0.0232
1078,23.904,-7.6746,-0.0226
1079,24.0202,6.0666,-0.0264
1080,23.9327,-5.5223,-0.0257
1081,24.034,6.1295,-0.0263
1082,23.7661,-4.5729,-0.0227
1083,23.8831,7.8856,-0.0251
1084,24.0733,-6.1993,-0.024
1085,24.2116,3.8105,-0.0246
1086,24.5361,-7.9007,-0.0256
1087,25.9158,2.6868,-0.0223
1088,25.9038,3.2518,-0.022
1089,25.6595,-2.9639,-0.0254
1090,26.1495,3.0722,-0.0228
1091,25.442,-6.0301,-0.0248
1092,25.5602,-2.0795,-0.0244
1093,26.0551,3.0695,-0.0217
1094,25.6034,-5.1089,-0.0248
1095,24.8907,3.3359,-0.0239
1096,24.671,5.1677,-0.0226
1097,25.4861,-5.7605,-0.025
1098,25.3378,3.6703,-0.0252
1099,24.7811,-4.6391,-0.0242
1100,24.3526,6.0924,-0.0261
1101,24.2416,1.6999,-0.0218
1102,25.9644,-5.3452,-0.0249
1103,26.3236,-0.1522,-0.0209
1104,25.3888,-1.9749,-0.0248
1105,24.7622,-6.9924,-0.0215
1106,24.6421,0.0621,-0.0277
1107,24.4625,3.6489,-0.0238
1108,25.3562,-2.8148,-0.0282
1109,25.5259,3.0696,-0.0258
1110,25.2805,2.8344,-0.023
1111,25.767,-0.1409,-0.028
1112,25.4016,-3.8959,-0.0265
1113,25.4382,5.978,-0.0231
1114,27.3555,-6.9332,-0.0274
1115,26.8911,2.1763,-0.0238
1116,25.7134,-4.2787,-0.0228
1117,24.9965,3.4477,-0.0249
1118,24.6407,-3.9442,-0.0221
1119,24.5106,5.7013,-0.0244
1120,25.0583,-4.3313,-0.0241
1121,26.3301,0.6783,-0.025
1122,25.6651,-0.1491,-0.0242
1123,24.8144,-2.1566,-0.0233
1124,24.2995,5.1952,-0.0247
1125,24.0546,-2.1125,-0.0223
1126,24.1326,4.7639,-0.0232
1127,24.2453,-2.4498,-0.0243
1128,25.5734,5.0441,-0.0208
1129,26.9142,1.313,-0.0242
1130,27.4261,-3.4288,-0.023
1131,28.0904,3.1053,-0.0212
1132,27.4474,-6.7387,-0.0241
1133,25.6727,2.3907,-0.0268
1134,24.7818,6.6793,-0.0249
1135,24.4815,-6.5237,-0.0239
1136,24.3343,-4.1966,-0.0208
1137,24.2155,4.6788,-0.024
1138,24.3225,-2.826,-0.0199
1139,25.0632,3.859,-0.0248
1140,25.0173,-1.4513,-0.0216
1141,24.5388,2.8474,-0.0229
1142,24.3029,3.3726,-0.0232
1143,24.5193,-3.0329,-0.0262
1144,24.7199,1.55,-0.0252
1145,24.9043,-2.1932,-0.0249
1146,25.1111,3.0274,-0.0211
1147,24.8954,-5.2627,-0.0245
1148,26.0113,4.8466,-0.0231
1149,26.0462,-4.2298,-0.0243
1150,25.204,5.3693,-0.0203
1151,24.9865,-3.7689,-0.0236
1152,24.9148,5.3011,-0.0219
1153,24.4544,-4.2496,-0.0219
1154,24.0778,6.79,-0.0215
1155,23.9442,-5.7193,-0.0241
1156,24.9833,6.909,-0.0274
1157,25.8316,-4.9477,-0.025
1158,25.4168,7.1331,-0.023
1159,25.2022,-3.8983,-0.0233
1160,25.5306,-4.9751,-0.0041
1161,25.1343,2.697,-0.2756
1162,25.0507,-2.0287,-0.4223
1163,25.5478,0.2064,-0.4301
1164,25.8917,-2.2063,-0.4273
1165,24.6408,5.1338,-0.4257
1166,23.6343,-2.1637,-0.427
1167,23.351,3.8564,-0.4255
1168,23.1891,-3.7508,-0.427
1169,24.1709,2.8295,-0.4287
1170,24.8723,-7.3318,-0.4284
1171,25.8898,3.0264,-0.4308
1172,26.8724,-2.8819,-0.431
1173,26.0826,-2.1107,-0.4278
1174,26.6012,1.2638,-0.4284
1175,26.3233,2.3584,-0.429
1176,24.9475,-4.3232,-0.4281
1177,24.0462,5.5489,-0.429
1178,23.5788,-3.6698,-0.4282
1179,23.3068,-0.7796,-0.4267
1180,23.419,2.049,-0.4311
1181,23.1654,2.0431,-0.431
1182,22.8704,-2.8959,-0.4317
1183,23.0606,2.0377,-0.4322
1184,23.5341,5.5123,-0.4315
1185,23.6965,-5.7518,-0.431
1186,23.2826,4.2871,-0.4316
1187,23.1112,4.2537,-0.4296
1188,23.9039,-6.7189,-0.4299
1189,24.1914,2.6465,-0.4296
1190,23.6657,4.1274,-0.4313
1191,23.543,1.9246,-0.4309
1192,23.2358,-4.1065,-0.4336
1193,23.6242,3.6136,-0.433
1194,23.8072,-6.4573,-0.4324
1195,24.1808,5.5835,-0.4322
1196,24.5021,-2.303,-0.4285
1197,23.9232,7.8148,-0.4325
1198,23.5836,-5.1311,-0.4279
1199,23.7979,6.0748,-0.4319
1200,24.5529,-7.8989,-0.4365
1201,23.9599,4.4998,-0.435
1202,23.6914,-6.1629,-0.4319
1203,24.4274,4.0201,-0.4305
1204,24.5698,-6.7338,-0.4322
1205,24.6665,2.6308,-0.4311
1206,24.8886,-4.8369,-0.4291
1207,24.2426,2.8569,-0.4322
1208,24.56,1.5923,-0.4305
1209,24.8824,-1.2252,-0.4296
1210,24.4881,1.6837,-0.4301
1211,23.8732,5.6248,-0.4282
1212,23.6293,-5.2094,-0.432
1213,23.3606,0.6036,-0.4317
1214,23.4385,3.0821,-0.4286
1215,23.8733,-3.7901,-0.4315
1216,25.7123,6.4683,-0.4306
1217,25.244,-6.0725,-0.4324
1218,24.1847,6.0232,-0.4319
1219,23.6848,-5.1318,-0.4327
1220,23.2191,6.2286,-0.4333
1221,22.889,-5.101,-0.4341
1222,22.5897,4.448,-0.4332
1223,22.339,-4.4688,-0.4328
1224,22.5117,4.1658,-0.4357
1225,23.4904,1.733,-0.4365
1226,23.8176,-6.8429,-0.4351
1227,24.4858,6.5025,-0.4364
1228,24.5354,-5.0147,-0.4383
1229,23.9692,-0.4076,-0.4373
1230,24.3643,0.9671,-0.4369
1231,24.4597,7.3693,-0.435
1232,25.0091,-5.3286,-0.433
1233,24.7637,3.8748,-0.4357
1234,24.1032,-4.5844,-0.4336
1235,23.5552,7.5545,-0.4341
1236,23.4688,-5.5821,-0.4333
1237,23.5871,-1.9973,-0.4351
1238,23.2177,2.9693,-0.4351
1239,22.8894,-1.2699,-0.4331
1240,23.0935,3.4787,-0.4334
1241,23.7759,4.3,-0.4334
1242,23.8005,-1.9448,-0.4331
1243,23.6023,-1.7568,-0.4364
1244,23.1251,-0.2505,-0.4343
1245,22.8616,6.3742,-0.4372
1246,22.7068,-6.3322,-0.4354
1247,23.0709,5.0745,-0.4372
1248,24.253,-8.1901,-0.4369
1249,23.9026,4.9315,-0.4356
1250,23.3981,1.4227,-0.4345
1251,23.4482,-0.6917,-0.4325
1252,23.4437,6.0426,-0.4348
1253,24.3886,-10.1866,-0.4371
1254,24.2738,2.116,-0.4357
1255,23.6199,-5.5134,-0.4353
1256,23.1617,5.8947,-0.4341
1257,22.9251,-5.7954,-0.4331
1258,23.0634,5.0001,-0.4339
1259,23.112,-4.0197,-0.4341
1260,23.5023,3.8494,-0.4347
1261,24.4448,4.6479,-0.4357
1262,24.2352,-7.1106,-0.4331
1263,23.6162,3.4164,-0.435
1264,23.8294,-7.1578,-0.435
1265,23.8303,4.2422,-0.4357
1266,23.3804,5.2763,-0.4344
1267,23.0479,-7.3824,-0.4356
1268,22.7497,3.039,-0.4317
1269,22.5891,8.0377,-0.435
1270,23.2106,-7.8237,-0.4298
1271,24.6072,2.0736,-0.4319
1272,25.4384,1.746,-0.4307
1273,25.1098,-3.4917,-0.4319
1274,23.9683,4.4367,-0.4308
1275,23.7039,-6.9993,-0.4311
1276,24.0029,7.2425,-0.4293
1277,24.8486,-4.723,-0.4305
1278,25.004,-4.7372,-0.4299
1279,25.4788,5.231,-0.4327
1280,24.5755,-2.9349,-0.4301
1281,23.8193,2.8522,-0.4301
1282,23.507,4.6381,-0.4294
1283,24.0502,-1.6208,-0.4287
1284,24.8139,5.6501,-0.4253
1285,24.3839,-7.6999,-0.4296
1286,24.2678,3.525,-0.4268
1287,23.8051,-5.7607,-0.4264
1288,23.2952,5.8377,-0.4287
1289,23.0447,-3.8295,-0.4317
1290,24.4441,-0.2491,-0.4285
1291,25.2307,2.6058,-0.4319
1292,24.6238,-3.2138,-0.4294
1293,24.2688,3.7474,-0.4311
1294,23.6533,-3.4405,-0.4301
1295,23.1661,1.75,-0.4312
1296,22.8348,3.4391,-0.4299
1297,23.1016,-5.3946,-0.4344
1298,23.9492,6.1784,-0.4275
1299,23.6865,-6.0565,-0.4302
1300,23.4851,4.7841,-0.4325
1301,23.3428,-4.2365,-0.4353
1302,23.1918,4.9035,-0.4364
1303,23.9944,5.4083,-0.4332
1304,25.5171,-4.0991,-0.4351
1305,24.829,-5.2093,-0.4309
1306,25.0077,5.0686,-0.4286
1307,25.5086,5.4974,-0.4321
1308,24.885,-11.0577,-0.4291
1309,24.129,-1.0674,-0.4299
1310,24.1337,2.5663,-0.43
1311,23.9021,-1.3516,-0.4323
1312,23.7806,-9.7771,-0.429
1313,23.4027,10.6362,-0.4257
1314,23.1219,-8.1623,-0.4302
1315,22.7743,5.541,-0.4313
1316,22.9619,-0.2533,-0.4279
1317,24.178,4.4375,-0.4255
1318,24.5537,-0.1647,-0.43
1319,25.2855,5.245,-0.4273
1320,25.5445,-3.6678,-0.4271
1321,25.2541,-1.09,-0.4284
1322,24.9397,3.2753,-0.4259
1323,24.7383,-3.3587,-0.4275
1324,24.7906,4.9213,-0.4297
1325,24.7376,4.592,-0.4301
1326,24.3279,-3.6383,-0.4316
1327,23.8899,5.2593,-0.4274
1328,23.7793,-6.5704,-0.4322
1329,23.6909,4.3828,-0.4283
1330,23.4318,-3.0833,-0.4308
1331,23.2346,2.4995,-0.4301
1332,23.3862,-6.7721,-0.4285
1333,23.5515,6.1121,-0.4287
1334,23.4301,-4.3742,-0.4296
1335,24.557,6.5574,-0.4286
1336,26.2947,-3.9331,-0.4321
1337,27.7599,3.9127,-0.4273
1338,27.0838,-6.6043,-0.4267
1339,25.7656,6.8296,-0.4283
1340,24.9053,0.0273,-0.4279
1341,25.1031,-0.6071,-0.4282
1342,25.914,-6.8553,-0.4272
1343,25.3428,3.4368,-0.43
1344,24.7568,4.1149,-0.426
1345,24.541,-2.7727,-0.4269
1346,24.3397,5.7426,-0.4271
1347,24.1173,-6.9029,-0.4286
1348,24.2719,6.7307,-0.427
1349,25.1491,-6.3284,-0.4265
1350,26.4419,0.2483,-0.4291
1351,27.3933,-5.7875,-0.4268
1352,27.8261,1.9276,-0.4249
1353,27.8649,-4.0505,-0.4246
1354,26.578,3.0278,-0.4293
